Iteration	Posterior	Likelihood	Prior	birth	ef[1]	ef[2]	ef[3]	em[1]	em[2]	em[3]	extinction_eic	extinction_key	extinction_nig	extinction_per	extinction_rates[1]	extinction_rates[2]	extinction_rates[3]	extinction_rates[4]	extinction_rates[5]	extinction_rates[6]	extinction_rates[7]	extinction_rates[8]	extinction_rates[9]	female_relative[1]	female_relative[2]	female_relative[3]	global_female_extirp	global_male_extirp	is_extinction_eic_nig_different	is_extinction_key_per_different	male_relative[1]	male_relative[2]	male_relative[3]	root_state_freq[1]	root_state_freq[2]	root_state_freq[3]	root_state_freq[4]	root_state_freq[5]	root_state_freq[6]	root_state_freq[7]	root_state_freq[8]	root_state_freq[9]	sampling_fraction	stateBirths[1]	stateBirths[2]	stateBirths[3]	stateBirths[4]	stateBirths[5]	stateBirths[6]	stateBirths[7]	stateBirths[8]	stateBirths[9]
45000	-133.2556	-122.9943	-10.26121	17.21346	0.054116	0.0156462	0.0408776	0.0131773	0.215389	0.052723	0.4312492	0.2847896	0.1870479	0.3665166	0.366517	0.194013	0.550365	2.12676	0.431249	0.187048	0.113638	1.19253	0.28479	0.489119	0.141416	0.369465	0.1106398	0.281289	1	1	0.0468463	0.76572	0.187434	0.0310646	0.0122912	0.0148007	0.0605993	0.0178493	0.0222902	0.255766	0.379744	0.205595	0.524478	1.91261	1.91261	1.91261	1.91261	1.91261	1.91261	1.91261	1.91261	1.91261
46000	-135.6558	-130.654	-5.001766	11.88984	0.00577322	0.0409905	0.00310353	0.0719023	0.0547374	0.256417	0.1439084	0.7051631	0.1439084	0.7051631	0.705163	0.196068	0.0459852	0.841802	0.143908	0.143908	0.922958	2.24524	0.705163	0.115772	0.821992	0.0622358	0.04986724	0.3830566	0	0	0.187707	0.142896	0.669397	0.200091	0.121202	0.080847	0.121019	0.344638	0.0867419	0.041502	0.0014883	0.00247131	0.5945127	1.32109	1.32109	1.32109	1.32109	1.32109	1.32109	1.32109	1.32109	1.32109
47000	-135.3487	-123.6866	-11.66214	17.57289	0.00383947	0.0011828	0.028414	0.30161	0.0564802	0.146161	0.5585219	0.3017442	0.3198686	0.3017442	0.301744	0.999011	0.114585	0.788663	0.558522	0.319869	0.860955	1.08746	0.301744	0.11483	0.0353749	0.849796	0.03343629	0.5042512	1	0	0.598134	0.112008	0.289858	0.0475038	0.0425058	0.0364701	0.0303231	0.0313245	0.279795	0.436948	0.0623211	0.0328084	0.6227005	1.95254	1.95254	1.95254	1.95254	1.95254	1.95254	1.95254	1.95254	1.95254
48000	-131.5528	-125.8308	-5.722006	12.63855	0.0110757	0.0426106	0.00843462	0.0472444	0.0226844	0.242463	0.1607054	0.05424021	0.3393377	0.2015093	0.201509	0.551765	0.463624	1.2103	0.160705	0.339338	1.69559	0.979692	0.0542402	0.178292	0.68593	0.135778	0.06212091	0.3123918	1	1	0.151234	0.0726153	0.77615	0.00828612	0.0817543	0.178808	0.0374012	0.0933446	0.159059	0.0264247	0.205019	0.209903	0.5894752	1.40428	1.40428	1.40428	1.40428	1.40428	1.40428	1.40428	1.40428	1.40428
49000	-135.7255	-122.993	-12.73252	17.98253	0.0217111	0.0811384	0.0695273	0.0189322	0.049905	0.10088	0.339618	0.0573777	0.339618	0.0573777	0.0573777	1.68966	3.72877	0.0725458	0.339618	0.339618	1.55439	0.205134	0.0573777	0.125951	0.470704	0.403345	0.1723767	0.1697173	0	0	0.111552	0.294048	0.5944	0.0269208	0.131822	0.127253	0.01013	0.421309	0.0683359	0.111485	0.0444596	0.0582844	0.5874312	1.99806	1.99806	1.99806	1.99806	1.99806	1.99806	1.99806	1.99806	1.99806
50000	-134.3685	-124.3333	-10.03521	18.08202	0.0136404	0.0323807	0.0406245	0.268287	0.0120891	0.203851	0.009535805	0.2356999	0.04948362	0.2356999	0.2357	0.295046	0.572306	0.573298	0.00953581	0.0494836	0.402249	0.425285	0.2357	0.157428	0.373714	0.468858	0.08664564	0.4842273	1	0	0.554053	0.0249657	0.420982	0.048782	0.190273	0.169758	0.0484337	0.0385585	0.069888	0.128831	0.171007	0.134469	0.6205053	2.00911	2.00911	2.00911	2.00911	2.00911	2.00911	2.00911	2.00911	2.00911
51000	-131.349	-124.1019	-7.247135	14.02446	0.0397193	0.0554163	0.0456587	0.0455248	0.0191293	0.105264	0.9527517	0.04873122	0.4542642	0.04873122	0.0487312	1.79334	1.75321	0.144704	0.952752	0.454264	1.08172	0.205258	0.0487312	0.282109	0.393598	0.324294	0.1407942	0.169918	1	0	0.267922	0.112579	0.619498	0.172237	0.0526976	0.0149674	0.0204256	0.235904	0.125827	0.272619	0.000484665	0.104838	0.6515962	1.55827	1.55827	1.55827	1.55827	1.55827	1.55827	1.55827	1.55827	1.55827
52000	-132.0665	-124.1633	-7.903249	14.60383	0.0313382	0.0389825	0.1952	0.00573624	0.00914599	0.115951	0.03817693	0.6415214	0.03817693	0.6415214	0.641521	2.99801	0.694281	0.0237047	0.0381769	0.0381769	1.2558	0.00282516	0.641521	0.118025	0.146815	0.73516	0.265521	0.1308335	0	0	0.0438439	0.0699056	0.886251	0.0129444	0.0298118	0.125245	0.289935	0.184209	0.178036	0.0616117	0.00142194	0.116786	0.6493693	1.62265	1.62265	1.62265	1.62265	1.62265	1.62265	1.62265	1.62265	1.62265
53000	-139.9053	-125.0095	-14.89581	14.27143	0.0559198	0.108682	0.110022	0.0522833	0.0411112	0.162971	0.0187058	0.7989005	0.0187058	0.3600071	0.360007	1.85571	3.23712	4.32688	0.0187058	0.0187058	0.348424	0.687173	0.7989	0.203623	0.395749	0.400627	0.2746236	0.2563656	0	1	0.203941	0.160361	0.635698	0.169719	0.0805444	0.126318	0.0717937	0.104972	0.140178	0.0257663	0.114605	0.166103	0.6117815	1.58571	1.58571	1.58571	1.58571	1.58571	1.58571	1.58571	1.58571	1.58571
54000	-130.6896	-126.9342	-3.755365	12.73657	0.0571053	0.00537492	0.0194858	0.0454747	0.0535848	0.238567	0.09560226	0.3964336	0.09560226	0.3964336	0.396434	0.810774	0.370128	0.00511343	0.0956023	0.0956023	0.210938	1.25232	0.396434	0.696695	0.065575	0.23773	0.08196603	0.3376264	0	0	0.134689	0.15871	0.706601	0.0139046	0.0611276	0.15546	0.0569664	0.0298983	0.203768	0.242101	0.0655813	0.171193	0.592657	1.41517	1.41517	1.41517	1.41517	1.41517	1.41517	1.41517	1.41517	1.41517
55000	-135.0831	-127.6018	-7.481332	13.27131	0.0461428	0.104691	0.0132015	0.0184436	0.0166913	0.113281	0.54059	0.2447195	0.54059	0.2447195	0.24472	3.19566	0.17666	0.172856	0.54059	0.54059	0.583069	2.49039	0.24472	0.281298	0.638223	0.0804797	0.1640354	0.1484158	0	0	0.12427	0.112463	0.763267	0.152686	0.139005	0.147866	0.00898289	0.0857767	0.0496768	0.0300466	0.332807	0.0531523	0.5928265	1.47459	1.47459	1.47459	1.47459	1.47459	1.47459	1.47459	1.47459	1.47459
56000	-124.2055	-123.9331	-0.2724432	13.54415	0.0216722	0.037046	0.0298346	0.0107718	0.0148867	0.0835481	0.06331752	0.1463037	0.06331752	0.1463037	0.146304	0.0613631	0.272558	0.304673	0.0633175	0.0633175	0.180639	0.0402824	0.146304	0.244738	0.418349	0.336913	0.08855285	0.1092067	0	0	0.0986371	0.136317	0.765046	0.0106231	0.067049	0.0913611	0.0895486	0.0161814	0.478886	0.0423657	0.0918795	0.112106	0.5719805	1.50491	1.50491	1.50491	1.50491	1.50491	1.50491	1.50491	1.50491	1.50491
57000	-131.7476	-126.5731	-5.174472	10.92435	0.0450474	0.0379011	0.0578456	0.00359242	0.0461159	0.132925	0.05913631	0.3240162	0.09439035	0.3240162	0.324016	0.603744	0.0301877	0.215154	0.0591363	0.0943903	5.28544	0.722207	0.324016	0.319952	0.269195	0.410853	0.1407941	0.1826335	1	0	0.0196701	0.252505	0.727825	0.0613352	0.263291	0.0701289	0.116962	0.253898	0.188226	0.0283884	0.0114331	0.00633759	0.6457133	1.21382	1.21382	1.21382	1.21382	1.21382	1.21382	1.21382	1.21382	1.21382
58000	-135.209	-124.0498	-11.15921	15.27055	0.00455822	0.000360758	0.122788	0.0989147	0.0658727	0.0143387	0.4142487	0.3244937	0.4142487	0.3244937	0.324494	5.97796	0.0870834	0.571558	0.414249	0.414249	1.04926	0.714156	0.324494	0.0356928	0.00282489	0.961482	0.127707	0.1791261	0	0	0.552207	0.367745	0.0800481	0.0781496	0.0278115	0.351065	0.0189295	0.0351425	0.0934234	0.31656	0.0355145	0.0434038	0.6530822	1.69673	1.69673	1.69673	1.69673	1.69673	1.69673	1.69673	1.69673	1.69673
59000	-131.2878	-128.7293	-2.558505	9.728694	0.0479736	0.0158424	0.100415	0.072152	0.0316378	0.10625	0.03111221	0.2045152	0.03111221	0.2045152	0.204515	1.7808	2.08245	0.92622	0.0311122	0.0311122	0.23622	0.144224	0.204515	0.292111	0.0964642	0.611425	0.1642307	0.2100402	0	0	0.343515	0.150627	0.505857	0.0996559	0.250384	0.0431779	0.146713	0.0879531	0.0700787	0.0666752	0.0671913	0.168171	0.6538091	1.08097	1.08097	1.08097	1.08097	1.08097	1.08097	1.08097	1.08097	1.08097
60000	-132.3879	-126.2371	-6.150841	13.04905	0.0255816	0.00861702	0.0336003	0.041635	0.0615658	0.142259	0.7370449	0.07533247	0.3416706	0.2876913	0.287691	3.48059	0.306668	0.811031	0.737045	0.341671	0.117507	0.130102	0.0753325	0.377316	0.127097	0.495587	0.06779892	0.2454599	1	1	0.16962	0.250818	0.579561	0.063236	0.0829157	0.360816	0.0582085	0.0345564	0.133169	0.00224234	0.0827744	0.182082	0.5527552	1.44989	1.44989	1.44989	1.44989	1.44989	1.44989	1.44989	1.44989	1.44989
61000	-127.9213	-126.3134	-1.607949	14.08224	0.00559276	0.0238198	0.00808708	0.022494	0.00273555	0.073726	0.007631525	0.01556728	0.007631525	0.01556728	0.0155673	0.132634	0.479689	1.03962	0.00763153	0.00763153	0.242919	0.561534	0.0155673	0.149142	0.635201	0.215658	0.03749963	0.09895555	0	0	0.227314	0.0276442	0.745042	0.228393	0.0286738	0.0353151	0.0603299	0.0642624	0.0149997	0.0881549	0.250226	0.229645	0.6333242	1.56469	1.56469	1.56469	1.56469	1.56469	1.56469	1.56469	1.56469	1.56469
62000	-135.485	-129.9343	-5.550659	12.68881	0.0341621	0.00315767	0.0696783	0.135641	0.0183721	0.00882728	0.1985299	0.7576069	0.1985299	0.0424188	0.0424188	0.952521	0.0616894	1.18387	0.19853	0.19853	1.12179	2.16348	0.757607	0.319278	0.0295115	0.651211	0.1069981	0.1628403	0	1	0.832969	0.112823	0.0542082	0.128184	0.0191094	0.122173	0.0064312	0.179954	0.277994	0.0818506	0.160936	0.0233674	0.5641299	1.40987	1.40987	1.40987	1.40987	1.40987	1.40987	1.40987	1.40987	1.40987
63000	-134.3739	-124.2141	-10.15985	17.74155	0.0535527	0.00507197	0.0572489	0.147643	0.0933811	0.00530668	0.7882665	0.1419989	0.7882665	0.1419989	0.141999	0.833418	0.113319	0.273148	0.788267	0.788267	1.51047	1.45408	0.141999	0.462165	0.0437716	0.494063	0.1158736	0.2463306	0	0	0.599369	0.379089	0.0215429	0.221379	0.0934769	0.0404765	0.0210131	0.285757	0.204238	0.0747325	0.0273951	0.031532	0.5256886	1.97128	1.97128	1.97128	1.97128	1.97128	1.97128	1.97128	1.97128	1.97128
64000	-134.4995	-130.8912	-3.608317	10.35239	0.0549264	0.0149648	0.149591	0.0449188	0.0992515	0.0349291	0.1026128	0.09883154	0.1026128	0.8716609	0.871661	0.612588	2.04822	1.54748	0.102613	0.102613	0.0964523	0.2107	0.0988315	0.250255	0.0681822	0.681563	0.2194819	0.1790993	0	1	0.250804	0.55417	0.195026	0.0254951	0.2155	0.0703012	0.119575	0.0720091	0.0231117	0.426832	0.0158033	0.0313718	0.5812605	1.15027	1.15027	1.15027	1.15027	1.15027	1.15027	1.15027	1.15027	1.15027
65000	-133.813	-127.6828	-6.130295	14.30613	0.0145938	0.0216858	0.00672521	0.066743	0.0998318	0.0484571	0.9445759	0.8139699	0.45788	0.07227298	0.072273	1.41402	0.501192	0.470953	0.944576	0.45788	0.54972	0.337651	0.81397	0.339352	0.504265	0.156383	0.04300479	0.2150319	1	1	0.310386	0.464265	0.225349	0.0601615	0.221806	0.0397664	0.117754	0.156269	0.0782656	0.162778	0.0515156	0.111685	0.6140024	1.58957	1.58957	1.58957	1.58957	1.58957	1.58957	1.58957	1.58957	1.58957
66000	-130.2083	-129.3838	-0.8245351	11.15333	0.000811233	0.00967779	0.0306984	0.0270272	0.0544008	0.241251	0.1673451	0.163577	0.1673451	0.163577	0.163577	0.147664	0.135246	0.165126	0.167345	0.167345	1.33047	0.241554	0.163577	0.0196961	0.234969	0.745334	0.04118746	0.322679	0	0	0.0837589	0.168591	0.74765	0.0161496	0.23557	0.0172805	0.0424197	0.0309822	0.338816	0.0844451	0.0373002	0.197036	0.5091109	1.23926	1.23926	1.23926	1.23926	1.23926	1.23926	1.23926	1.23926	1.23926
67000	-136.8144	-129.3915	-7.422834	11.05924	0.159336	0.095284	0.222562	0.0357435	0.0216523	0.0656901	0.6363722	0.002889551	0.1253276	0.002889551	0.00288955	0.0840508	1.53779	0.167865	0.636372	0.125328	2.63467	1.49038	0.00288955	0.33391	0.199681	0.46641	0.477182	0.1230859	1	0	0.290394	0.175912	0.533693	0.127219	0.197881	0.00826098	0.161108	0.167032	0.103182	0.0530623	0.0779294	0.104325	0.5697158	1.2288	1.2288	1.2288	1.2288	1.2288	1.2288	1.2288	1.2288	1.2288
68000	-131.691	-124.68	-7.010991	14.61555	0.0627164	0.00577149	0.0251421	0.163987	0.145172	0.0224486	0.5593723	0.1962945	0.1480146	0.1962945	0.196294	1.35144	0.490967	0.327514	0.559372	0.148015	0.403391	0.984506	0.196294	0.669833	0.0616415	0.268526	0.09362995	0.3316072	1	0	0.49452	0.437783	0.0676964	0.13619	0.081386	0.0342945	0.0526586	0.147595	0.142355	0.16022	0.0649506	0.18035	0.5535244	1.62395	1.62395	1.62395	1.62395	1.62395	1.62395	1.62395	1.62395	1.62395
69000	-141.3217	-126.7963	-14.52539	16.68614	0.00579569	0.0679875	0.0175435	0.0466273	0.00648311	0.190659	1.366535	0.5492293	1.366535	0.1669593	0.166959	0.856751	2.2743	0.72003	1.36654	1.36654	3.36565	1.50727	0.549229	0.0634611	0.744443	0.192096	0.09132665	0.2437697	0	1	0.191276	0.0265952	0.782129	0.0157453	0.149191	0.0426626	0.029499	0.083929	0.167349	0.101855	0.294946	0.114823	0.5082956	1.85402	1.85402	1.85402	1.85402	1.85402	1.85402	1.85402	1.85402	1.85402
70000	-130.2989	-121.7103	-8.588562	15.59269	0.0336333	0.0226866	0.111293	0.0658855	0.127036	0.158	0.07757572	0.02987648	0.04252081	0.02987648	0.0298765	1.09415	0.557767	0.938014	0.0775757	0.0425208	0.324981	1.06407	0.0298765	0.20066	0.135351	0.663989	0.1676131	0.3509215	1	0	0.18775	0.362007	0.450242	0.00555714	0.0693398	0.0898644	0.0715004	0.385427	0.0650679	0.0676021	0.0331784	0.212463	0.6503856	1.73252	1.73252	1.73252	1.73252	1.73252	1.73252	1.73252	1.73252	1.73252
71000	-134.2047	-125.1918	-9.012968	16.24817	0.00260443	0.00207517	0.265146	0.00317268	0.0697103	0.0184129	0.3936066	0.04849628	0.3936066	0.5081704	0.50817	2.49288	0.220238	1.07495	0.393607	0.393607	0.112674	0.621009	0.0484963	0.00965228	0.0076908	0.982657	0.2698251	0.09129581	0	1	0.0347516	0.763565	0.201683	0.0591867	0.135989	0.100669	0.200521	0.0318899	0.0581995	0.126999	0.239127	0.0474197	0.4177546	1.80535	1.80535	1.80535	1.80535	1.80535	1.80535	1.80535	1.80535	1.80535
72000	-138.8495	-129.0133	-9.836245	12.80565	0.00728975	0.0344549	0.0193201	0.0467708	0.0206192	0.195895	0.1158548	0.1395521	0.9109942	0.4390285	0.439028	0.00409077	0.412492	0.567233	0.115855	0.910994	0.255198	7.26109	0.139552	0.119377	0.564235	0.316388	0.06106476	0.2632851	1	1	0.177643	0.0783151	0.744042	0.0439656	0.0545565	0.020334	0.0978172	0.12434	0.0797184	0.399889	0.0546592	0.12472	0.5366078	1.42285	1.42285	1.42285	1.42285	1.42285	1.42285	1.42285	1.42285	1.42285
73000	-130.6724	-128.5874	-2.085003	13.94638	0.0413133	0.0586318	0.0968406	0.000291564	0.00217952	0.0227098	0.2622775	0.02315612	0.2622775	0.1931365	0.193136	0.63819	0.0740666	0.114958	0.262278	0.262278	0.498391	0.433222	0.0231561	0.20994	0.297948	0.492112	0.1967857	0.02518087	0	1	0.0115788	0.0865546	0.901867	0.0927107	0.077893	0.0240546	0.281641	0.0657946	0.180369	0.143092	0.037044	0.0974019	0.5814463	1.5496	1.5496	1.5496	1.5496	1.5496	1.5496	1.5496	1.5496	1.5496
74000	-130.8923	-126.8927	-3.999646	12.29894	0.0928724	0.0258574	0.0577849	0.0921701	0.0888108	0.0543758	0.04077036	0.1303994	0.4951702	0.1303994	0.130399	0.3544	0.941431	0.411859	0.0407704	0.49517	1.2517	0.274703	0.130399	0.526145	0.146488	0.327366	0.1765147	0.2353567	1	0	0.391619	0.377346	0.231036	0.102959	0.138445	0.332957	0.0170881	0.0446586	0.0495533	0.101168	0.188361	0.0248102	0.6013034	1.36655	1.36655	1.36655	1.36655	1.36655	1.36655	1.36655	1.36655	1.36655
75000	-137.5507	-124.4577	-13.09302	14.68546	0.10621	0.0702863	0.0218878	0.153273	0.0411644	0.114659	0.5435761	0.2715343	0.5435761	0.2715343	0.271534	1.06854	2.85458	1.17397	0.543576	0.543576	3.4038	0.335182	0.271534	0.535376	0.354294	0.11033	0.1983844	0.3090964	0	0	0.495875	0.133176	0.370949	0.0290092	0.131626	0.0153046	0.208728	0.0655923	0.0789787	0.402771	0.0241249	0.0438654	0.6298124	1.63172	1.63172	1.63172	1.63172	1.63172	1.63172	1.63172	1.63172	1.63172
76000	-133.1212	-127.9359	-5.185309	11.98755	0.00797959	0.0366502	0.0171888	0.037923	0.00441883	0.135206	0.2889627	0.09496172	0.2889627	1.030585	1.03058	0.308279	0.183479	1.15346	0.288963	0.288963	1.44207	2.62074	0.0949617	0.129081	0.592867	0.278052	0.06181861	0.1775473	0	1	0.213594	0.0248882	0.761518	0.390966	0.0827024	0.0374417	0.0372269	0.152521	0.164702	0.0737938	0.030845	0.029801	0.5644125	1.33195	1.33195	1.33195	1.33195	1.33195	1.33195	1.33195	1.33195	1.33195
77000	-134.4502	-124.5233	-9.926916	16.23092	0.033164	0.010011	0.0466139	0.000915335	0.0645757	0.0561103	0.6811612	0.03751017	0.6811612	0.03751017	0.0375102	1.47045	1.37385	2.22085	0.681161	0.681161	1.48432	0.632389	0.0375102	0.369356	0.111494	0.51915	0.08978884	0.1216014	0	0	0.00752734	0.531044	0.461428	0.207834	0.082151	0.133039	0.0894031	0.0515486	0.196394	0.0950032	0.0127556	0.131872	0.5200865	1.80344	1.80344	1.80344	1.80344	1.80344	1.80344	1.80344	1.80344	1.80344
78000	-132.0276	-127.9528	-4.074796	13.30849	0.0030363	0.0446916	0.0107556	0.0834188	0.0540084	0.0467143	0.09706347	0.2144216	0.09706347	0.6074516	0.607452	0.107086	1.00806	0.626282	0.0970635	0.0970635	0.372714	1.6254	0.214422	0.0519172	0.764174	0.183909	0.05848356	0.1841415	0	1	0.453015	0.293299	0.253687	0.0383606	0.218177	0.380933	0.163003	0.03294	0.0218786	0.0523771	0.0168292	0.075502	0.5859334	1.47872	1.47872	1.47872	1.47872	1.47872	1.47872	1.47872	1.47872	1.47872
79000	-130.6037	-122.6724	-7.931232	15.37062	0.126409	0.0509194	0.0276926	0.194329	0.00917484	0.0453144	0.01229465	0.08381517	0.01229465	0.08381517	0.0838152	1.28245	1.15351	1.31724	0.0122947	0.0122947	0.445684	0.0456691	0.0838152	0.616566	0.248362	0.135072	0.2050212	0.248818	0	0	0.781008	0.0368737	0.182119	0.254822	0.0678349	0.0681422	0.177543	0.0201382	0.0506302	0.0514478	0.125972	0.18347	0.5812084	1.70785	1.70785	1.70785	1.70785	1.70785	1.70785	1.70785	1.70785	1.70785
80000	-131.9118	-122.372	-9.539791	15.15841	0.0362917	0.0474852	0.0910503	0.0597112	0.00924506	0.11132	0.374639	0.06656961	0.04983328	0.06656961	0.0665696	1.01184	1.74052	1.05246	0.374639	0.0498333	0.474094	2.37882	0.0665696	0.207586	0.271612	0.520802	0.1748272	0.1802761	1	0	0.331221	0.0512828	0.617496	0.287722	0.0303483	0.0204763	0.0789908	0.2601	0.152083	0.0506973	0.0397544	0.0798274	0.5448107	1.68427	1.68427	1.68427	1.68427	1.68427	1.68427	1.68427	1.68427	1.68427
81000	-132.1194	-126.0327	-6.086674	11.65143	0.0800189	0.000304035	0.0359982	0.0417701	0.0303658	0.119998	0.2748965	0.2075569	0.2748965	0.2075569	0.207557	0.536702	1.12439	1.08636	0.274896	0.274896	3.46444	0.97478	0.207557	0.687914	0.00261375	0.309473	0.1163212	0.1921338	0	0	0.217401	0.158045	0.624554	0.0385522	0.154157	0.177114	0.0645326	0.0136649	0.101382	0.150666	0.0957566	0.204175	0.6497341	1.2946	1.2946	1.2946	1.2946	1.2946	1.2946	1.2946	1.2946	1.2946
82000	-131.5532	-126.7427	-4.810425	13.44838	0.0046401	0.0100286	0.0257658	0.0992694	0.110757	0.0545108	0.01217646	0.02915353	0.009836472	0.02915353	0.0291535	0.0922823	1.17609	0.0689756	0.0121765	0.00983647	2.34526	0.896997	0.0291535	0.114756	0.24802	0.637224	0.0404345	0.2645369	1	0	0.375257	0.418682	0.206061	0.249403	0.201635	0.0411344	0.209996	0.0196813	0.123462	0.00244347	0.0281887	0.124057	0.5340126	1.49426	1.49426	1.49426	1.49426	1.49426	1.49426	1.49426	1.49426	1.49426
83000	-130.0531	-122.2084	-7.844711	15.59874	0.0291719	0.0195222	0.249019	0.0993135	0.00254894	0.090904	0.05759522	0.002523528	0.05759522	0.09011304	0.090113	1.10564	0.743181	0.524151	0.0575952	0.0575952	0.358571	0.777837	0.00252353	0.0979867	0.0655739	0.836439	0.2977126	0.1927665	0	1	0.515201	0.0132229	0.471576	0.299598	0.0814626	0.0232825	0.0689757	0.0175124	0.201395	0.0768788	0.218825	0.0120705	0.6575917	1.73319	1.73319	1.73319	1.73319	1.73319	1.73319	1.73319	1.73319	1.73319
84000	-134.6296	-133.2363	-1.393257	9.868744	0.037835	0.0660129	0.0230768	0.048901	0.016957	0.0852189	0.2023077	0.1040054	0.4934892	0.1040054	0.104005	0.205827	0.809325	0.637171	0.202308	0.493489	1.15859	1.45222	0.104005	0.29809	0.520095	0.181815	0.1269248	0.1510768	1	0	0.323683	0.112241	0.564076	0.117577	0.063098	0.00331336	0.0570138	0.0165671	0.272932	0.133333	0.0833003	0.252866	0.4862627	1.09653	1.09653	1.09653	1.09653	1.09653	1.09653	1.09653	1.09653	1.09653
85000	-131.7919	-123.0696	-8.722209	14.65699	0.00512513	0.0272058	0.0208858	0.00311874	0.00275332	0.108703	0.009241898	0.006090072	0.1731743	0.7648179	0.764818	1.02332	1.69402	1.63949	0.0092419	0.173174	0.740666	2.65492	0.00609007	0.0963067	0.511226	0.392467	0.05321674	0.1145751	1	1	0.02722	0.0240307	0.948749	0.142473	0.050866	0.0871399	0.0192625	0.0199611	0.367637	0.00914162	0.0140705	0.289448	0.5818105	1.62855	1.62855	1.62855	1.62855	1.62855	1.62855	1.62855	1.62855	1.62855
86000	-130.7026	-122.8596	-7.842907	14.01964	0.0414137	0.0369286	0.013067	0.0415638	0.0193576	0.135325	0.1346166	0.03208419	0.201011	0.03492563	0.0349256	0.827235	2.95783	0.553	0.134617	0.201011	2.23203	0.292417	0.0320842	0.453058	0.403992	0.14295	0.09140935	0.1962464	1	1	0.211794	0.0986394	0.689566	0.0828328	0.216503	0.195715	0.0106332	0.00159307	0.353289	0.0570032	0.0748022	0.00762894	0.5813635	1.55774	1.55774	1.55774	1.55774	1.55774	1.55774	1.55774	1.55774	1.55774
87000	-132.632	-125.3348	-7.297214	14.37077	0.0067699	0.015293	0.0555348	0.10322	0.115837	0.0511454	0.5088435	0.2671862	0.5088435	0.2671862	0.267186	1.53023	0.145068	2.255	0.508843	0.508843	0.891776	0.168777	0.267186	0.0872435	0.197081	0.715676	0.07759774	0.2702023	0	0	0.382009	0.428705	0.189286	0.0347719	0.0885936	0.148362	0.181555	0.0197582	0.0781925	0.106492	0.16698	0.175296	0.6456372	1.59675	1.59675	1.59675	1.59675	1.59675	1.59675	1.59675	1.59675	1.59675
88000	-129.9519	-122.9149	-7.03695	15.5103	0.0461048	0.0355274	0.0120403	0.000608705	0.0116252	0.0986699	0.4775617	0.274488	0.4775617	0.274488	0.274488	0.120949	0.28879	0.999298	0.477562	0.477562	0.670177	2.96806	0.274488	0.492191	0.379273	0.128536	0.09367246	0.1109038	0	0	0.00548859	0.104822	0.889689	0.154151	0.0167285	0.0245881	0.0174332	0.091485	0.254187	0.0498891	0.155553	0.235985	0.6321252	1.72337	1.72337	1.72337	1.72337	1.72337	1.72337	1.72337	1.72337	1.72337
89000	-130.4406	-128.8746	-1.566001	9.930066	0.0651504	0.0480352	0.0188016	0.0292134	0.0198056	0.105771	0.1347625	0.0423894	0.1347625	0.0423894	0.0423894	0.190509	1.86954	1.86871	0.134763	0.134763	0.384367	0.596316	0.0423894	0.493611	0.363938	0.14245	0.1319872	0.1547904	0	0	0.188729	0.127951	0.68332	0.0179162	0.0296929	0.391704	0.0111528	0.137448	0.139543	0.0967813	0.0680075	0.107755	0.6005175	1.10334	1.10334	1.10334	1.10334	1.10334	1.10334	1.10334	1.10334	1.10334
90000	-132.0557	-129.7886	-2.267134	10.73946	0.0430421	0.0163292	0.00488381	0.0285523	0.0243216	0.0548822	0.1541234	0.1118101	0.5859764	0.1118101	0.11181	0.706447	1.01221	1.41035	0.154123	0.585976	0.961614	1.18347	0.11181	0.669863	0.254131	0.0760065	0.06425515	0.1077561	1	0	0.264971	0.22571	0.509319	0.0116153	0.164852	0.140719	0.0614195	0.0101987	0.1659	0.0301318	0.335332	0.0798325	0.6470033	1.19327	1.19327	1.19327	1.19327	1.19327	1.19327	1.19327	1.19327	1.19327
91000	-130.4679	-125.9658	-4.502148	12.84797	0.0206705	0.0262276	0.024317	0.124906	0.122016	0.139419	0.01619668	0.09046522	0.1564453	0.1298571	0.129857	0.53792	0.126335	0.107322	0.0161967	0.156445	1.30404	0.92847	0.0904652	0.290255	0.368287	0.341458	0.07121514	0.3863409	1	1	0.323306	0.315824	0.36087	0.172994	0.0611494	0.0131628	0.124133	0.0861061	0.0598907	0.00837027	0.0703909	0.403803	0.5594434	1.42755	1.42755	1.42755	1.42755	1.42755	1.42755	1.42755	1.42755	1.42755
92000	-133.4836	-124.5605	-8.923108	14.61123	0.0717975	0.0392074	0.0242014	0.0359204	0.0704967	0.160193	0.1727785	0.4515908	0.1727785	0.4515908	0.451591	3.35219	0.066578	0.454752	0.172778	0.172778	1.90067	0.213585	0.451591	0.531022	0.289982	0.178996	0.1352063	0.2666104	0	0	0.13473	0.264419	0.600852	0.326348	0.0134491	0.000468582	0.0367025	0.0673017	0.232076	0.0696953	0.174369	0.0795893	0.5505255	1.62347	1.62347	1.62347	1.62347	1.62347	1.62347	1.62347	1.62347	1.62347
